VVC;9OX;30/12/2021 0:00
VVC;9PB;31/12/2021 0:00
VVC;A06;01/01/2022 0:00
VVC;BMG;02/01/2022 0:00
VVC;CAR;03/01/2022 0:00
VVC;EYP;04/01/2022 0:00
VVC;IDA;05/01/2022 0:00
VVC;LMC;06/01/2022 0:00
VVC;PCE;07/01/2022 0:00
VVC;PIM;08/01/2022 0:00
VVC;PTC;09/01/2022 0:00
VVC;SJE;10/01/2022 0:00
VVC;SRO;11/01/2022 0:00
VVC;TAR;12/01/2022 0:00
VVC;VVC;13/01/2022 0:00
BAQ;CTG;14/01/2022 0:00
BOG;MDE;15/01/2022 0:00
BOG;PTY;16/01/2022 0:00
BOG;VVC;17/01/2022 0:00
CAQ;MDE;18/01/2022 0:00
CHS;MDE;19/01/2022 0:00
CLO;MDE;20/01/2022 0:00
CLO;NVA;21/01/2022 0:00
CTG;MDE;22/01/2022 0:00
FLL;MDE;23/01/2022 0:00
IBE;CLO;24/01/2022 0:00
JBQ;MDE;25/01/2022 0:00
MDE;BAQ;26/01/2022 0:00
MDE;BOG;27/01/2022 0:00
MDE;CAQ;28/01/2022 0:00
MDE;CHS;29/01/2022 0:00
MDE;CLO;30/01/2022 0:00
MDE;CTG;31/01/2022 0:00
MDE;FLL;01/02/2022 0:00
MDE;IBE;02/02/2022 0:00
MDE;JBQ;03/02/2022 0:00
MDE;MDE;04/02/2022 0:00
MDE;MTR;05/02/2022 0:00
MDE;OPF;06/02/2022 0:00
MDE;PTY;07/02/2022 0:00
MMP;CTG;08/02/2022 0:00
MTR;MDE;09/02/2022 0:00
NVA;EYP;10/02/2022 0:00
OPF;MDE;11/02/2022 0:00
PTY;MDE;12/02/2022 0:00
VVC;BOG;13/02/2022 0:00
EYP;GYM;14/02/2022 0:00
EYP;VVC;15/02/2022 0:00
GYM;VVC;16/02/2022 0:00
IDA;VVC;17/02/2022 0:00
LMC;VCC;18/02/2022 0:00
LMC;VVC;19/02/2022 0:00
MAP;VVC;20/02/2022 0:00
MTU;VVC;21/02/2022 0:00
ORC;PGM;22/02/2022 0:00
ORC;VVC;23/02/2022 0:00
PGM;LMC;24/02/2022 0:00
PGM;VVC;25/02/2022 0:00
PUU;VVC;26/02/2022 0:00
PZA;VVC;27/02/2022 0:00
RVE;VVC;28/02/2022 0:00
SJE;MTU;01/03/2022 0:00
SJE;VVC;02/03/2022 0:00
SRO;IDA;03/03/2022 0:00
VCC;RVE;04/03/2022 0:00
VVC;EYP;05/03/2022 0:00
VVC;GYM;06/03/2022 0:00
VVC;LMC;07/03/2022 0:00
VVC;MAP;08/03/2022 0:00
VVC;ORC;09/03/2022 0:00
VVC;PGM;10/03/2022 0:00
VVC;PUU;11/03/2022 0:00
VVC;PZA;12/03/2022 0:00
VVC;SJE;13/03/2022 0:00
VVC;SRO;14/03/2022 0:00
VVC;VVC;15/03/2022 0:00
9CI;EYP;16/03/2022 0:00
9CI;RDN;17/03/2022 0:00
9CI;VLA;18/03/2022 0:00
EYP;9CI;19/03/2022 0:00
EYP;PCE;20/03/2022 0:00
EYP;PZA;21/03/2022 0:00
EYP;VLA;22/03/2022 0:00
EYP;VVC;23/03/2022 0:00
PCE;PIM;24/03/2022 0:00
PIM;EYP;25/03/2022 0:00
PZA;9CI;26/03/2022 0:00
PZA;EYP;27/03/2022 0:00
RDN;9CI;28/03/2022 0:00
VLA;EYP;29/03/2022 0:00
VVC;EYP;30/03/2022 0:00
7GF;VVC;31/03/2022 0:00
7GS;PCE;01/04/2022 0:00
7GS;PIM;02/04/2022 0:00
7GS;SRO;03/04/2022 0:00
7GS;VVC;04/04/2022 0:00
7HT;EYP;05/04/2022 0:00
7HV;VVC;06/04/2022 0:00
7HX;VVC;07/04/2022 0:00
7IK;BMG;08/04/2022 0:00
7IK;PCE;09/04/2022 0:00
7IK;PIM;10/04/2022 0:00
7IK;SRO;11/04/2022 0:00
7IK;VVC;12/04/2022 0:00
7IV;7IK;13/04/2022 0:00
7IV;PCR;14/04/2022 0:00
9DE;PIM;15/04/2022 0:00
9DI;A02;16/04/2022 0:00
9DI;PID;17/04/2022 0:00
A01;PID;18/04/2022 0:00
A02;PID;19/04/2022 0:00
A06;LET;20/04/2022 0:00
A07;SJE;21/04/2022 0:00
ACR;VVC;22/04/2022 0:00
ARC;VVC;23/04/2022 0:00
BMG;7GS;24/04/2022 0:00
BMG;PCE;25/04/2022 0:00
BMG;PIM;26/04/2022 0:00
BMG;SRO;27/04/2022 0:00
BMG;VVC;28/04/2022 0:00
CRU;MFS;29/04/2022 0:00
CRU;SJE;30/04/2022 0:00
EYP;7HV;01/05/2022 0:00
EYP;VVC;02/05/2022 0:00
LCH;SJE;03/05/2022 0:00
LET;LPD;04/05/2022 0:00
LET;VVC;05/05/2022 0:00
LEV;PCE;06/05/2022 0:00
LEV;SRO;07/05/2022 0:00
LEV;VVC;08/05/2022 0:00
LMC;LMC;09/05/2022 0:00
LMC;VVC;10/05/2022 0:00
LPD;VVC;11/05/2022 0:00
LQM;VVC;12/05/2022 0:00
MAP;LMC;13/05/2022 0:00
MAP;MCL;14/05/2022 0:00
MAP;PCA;15/05/2022 0:00
MAP;VVC;16/05/2022 0:00
MCL;MVP;17/05/2022 0:00
MFR;MVP;18/05/2022 0:00
MFS;SJE;19/05/2022 0:00
MFS;VVC;20/05/2022 0:00
MIT;VVC;21/05/2022 0:00
MPI;MVP;22/05/2022 0:00
MTI;MVP;23/05/2022 0:00
MUR;MVP;24/05/2022 0:00
MVP;MIT;25/05/2022 0:00
MVP;MPI;26/05/2022 0:00
MVP;MTI;27/05/2022 0:00
MVP;MUR;28/05/2022 0:00
MVP;PCA;29/05/2022 0:00
MVP;VVC;30/05/2022 0:00
PCA;LQM;31/05/2022 0:00
PCA;MAP;01/06/2022 0:00
PCA;VVC;02/06/2022 0:00
PCE;7GS;03/06/2022 0:00
PCE;7HX;04/06/2022 0:00
PCE;7IK;05/06/2022 0:00
PCE;PID;06/06/2022 0:00
PCE;PIM;07/06/2022 0:00
PCE;SRO;08/06/2022 0:00
PCE;VVC;09/06/2022 0:00
PCR;PIM;10/06/2022 0:00
PCR;VVC;11/06/2022 0:00
PGM;PIM;12/06/2022 0:00
PID;9DI;13/06/2022 0:00
PID;A01;14/06/2022 0:00
PID;PCE;15/06/2022 0:00
PID;PCR;16/06/2022 0:00
PID;VVC;17/06/2022 0:00
PIM;7GS;18/06/2022 0:00
PIM;7IK;19/06/2022 0:00
PIM;7IV;20/06/2022 0:00
PIM;LEV;21/06/2022 0:00
PIM;PCE;22/06/2022 0:00
PIM;SRO;23/06/2022 0:00
PIM;VVC;24/06/2022 0:00
PUR;LET;25/06/2022 0:00
SJE;A07;26/06/2022 0:00
SJE;CRU;27/06/2022 0:00
SJE;LCH;28/06/2022 0:00
SJE;MFS;29/06/2022 0:00
SJE;VVC;30/06/2022 0:00
SRO;7IV;01/07/2022 0:00
SRO;9DI;02/07/2022 0:00
SRO;MAP;03/07/2022 0:00
SRO;PCE;04/07/2022 0:00
SRO;PIM;05/07/2022 0:00
SRO;VVC;06/07/2022 0:00
TAP;VVC;07/07/2022 0:00
URM;LMC;08/07/2022 0:00
URM;VVC;09/07/2022 0:00
VVC;7GF;10/07/2022 0:00
VVC;7GS;11/07/2022 0:00
VVC;7HT;12/07/2022 0:00
VVC;7IK;13/07/2022 0:00
VVC;9DE;14/07/2022 0:00
VVC;A02;15/07/2022 0:00
VVC;A06;16/07/2022 0:00
VVC;ACR;17/07/2022 0:00
VVC;ARC;18/07/2022 0:00
VVC;BMG;19/07/2022 0:00
VVC;EYP;20/07/2022 0:00
VVC;LEV;21/07/2022 0:00
VVC;LMC;22/07/2022 0:00
VVC;MAP;23/07/2022 0:00
VVC;MFR;24/07/2022 0:00
VVC;MFS;25/07/2022 0:00
VVC;MPI;26/07/2022 0:00
VVC;MVP;27/07/2022 0:00
VVC;PCA;28/07/2022 0:00
VVC;PCE;29/07/2022 0:00
VVC;PCR;30/07/2022 0:00
VVC;PGM;31/07/2022 0:00
VVC;PID;01/08/2022 0:00
VVC;PIM;02/08/2022 0:00
VVC;PUR;03/08/2022 0:00
VVC;SJE;04/08/2022 0:00
VVC;SRO;05/08/2022 0:00
VVC;TAP;06/08/2022 0:00
VVC;URM;07/08/2022 0:00
7GS;PCE;08/08/2022 0:00
7GS;VVC;09/08/2022 0:00
7IK;VVC;10/08/2022 0:00
9AK;MVP;11/08/2022 0:00
A01;MVP;12/08/2022 0:00
A07;MVP;13/08/2022 0:00
A09;MVP;14/08/2022 0:00
CRU;MVP;15/08/2022 0:00
EYP;VVC;16/08/2022 0:00
LMC;VVC;17/08/2022 0:00
LPR;VVC;18/08/2022 0:00
MAP;LMC;19/08/2022 0:00
MBQ;MVP;20/08/2022 0:00
MCL;MVP;21/08/2022 0:00
MDR;MTN;22/08/2022 0:00
MDR;MVP;23/08/2022 0:00
MFR;MVP;24/08/2022 0:00
MFS;SJE;25/08/2022 0:00
MGU;MVP;26/08/2022 0:00
MIB;MVP;27/08/2022 0:00
MIS;MVP;28/08/2022 0:00
MIT;MIS;29/08/2022 0:00
MIT;MTI;30/08/2022 0:00
MIT;MVP;31/08/2022 0:00
MIT;MYA;01/09/2022 0:00
MKA;MVP;02/09/2022 0:00
MPI;MVP;03/09/2022 0:00
MPU;MVP;04/09/2022 0:00
MSA;MVP;05/09/2022 0:00
MTC;MVP;06/09/2022 0:00
MTI;MDR;07/09/2022 0:00
MTI;MFR;08/09/2022 0:00
MTI;MIT;09/09/2022 0:00
MTI;MVP;10/09/2022 0:00
MTN;CRU;11/09/2022 0:00
MTN;MVP;12/09/2022 0:00
MTS;MVP;13/09/2022 0:00
MTU;VVC;14/09/2022 0:00
MUR;MVP;15/09/2022 0:00
MVA;MVP;16/09/2022 0:00
MVA;MYA;17/09/2022 0:00
MVP;9AK;18/09/2022 0:00
MVP;A01;19/09/2022 0:00
MVP;A07;20/09/2022 0:00
MVP;A09;21/09/2022 0:00
MVP;CRU;22/09/2022 0:00
MVP;MBQ;23/09/2022 0:00
MVP;MCL;24/09/2022 0:00
MVP;MDR;25/09/2022 0:00
MVP;MFR;26/09/2022 0:00
MVP;MGU;27/09/2022 0:00
MVP;MIB;28/09/2022 0:00
MVP;MIT;29/09/2022 0:00
MVP;MKA;30/09/2022 0:00
MVP;MPI;01/10/2022 0:00
MVP;MPU;02/10/2022 0:00
MVP;MSA;03/10/2022 0:00
MVP;MTC;04/10/2022 0:00
MVP;MTI;05/10/2022 0:00
MVP;MTN;06/10/2022 0:00
MVP;MTS;07/10/2022 0:00
MVP;MUR;08/10/2022 0:00
MVP;MVA;09/10/2022 0:00
MVP;MVU;10/10/2022 0:00
MVP;MWA;11/10/2022 0:00
MVP;MYA;12/10/2022 0:00
MVP;MYY;13/10/2022 0:00
MVP;TAR;14/10/2022 0:00
MVP;VVC;15/10/2022 0:00
MVU;MVP;16/10/2022 0:00
MWA;MVP;17/10/2022 0:00
MYA;MVP;18/10/2022 0:00
MYY;MVP;19/10/2022 0:00
PCE;7GS;20/10/2022 0:00
PCE;7IK;21/10/2022 0:00
PCE;SRO;22/10/2022 0:00
PCE;VVC;23/10/2022 0:00
PIM;VVC;24/10/2022 0:00
SJE;MFS;25/10/2022 0:00
SJE;PIM;26/10/2022 0:00
SJE;VVC;27/10/2022 0:00
SRO;PIM;28/10/2022 0:00
SRO;VVC;29/10/2022 0:00
TAR;MTI;30/10/2022 0:00
TAR;MVP;31/10/2022 0:00
TDA;VVC;01/11/2022 0:00
VVC;EYP;02/11/2022 0:00
VVC;LMC;03/11/2022 0:00
VVC;LPR;04/11/2022 0:00
VVC;MAP;05/11/2022 0:00
VVC;MTU;06/11/2022 0:00
VVC;MVP;07/11/2022 0:00
VVC;PCE;08/11/2022 0:00
VVC;PIM;09/11/2022 0:00
VVC;SJE;10/11/2022 0:00
VVC;SRO;11/11/2022 0:00
VVC;TDA;12/11/2022 0:00
A04;BAQ;13/11/2022 0:00
BAQ;A04;14/11/2022 0:00
BAQ;BAQ;15/11/2022 0:00
BAQ;CAQ;16/11/2022 0:00
BAQ;CZU;17/11/2022 0:00
BAQ;PEI;18/11/2022 0:00
BAQ;SMR;19/11/2022 0:00
BAQ;VUP;20/11/2022 0:00
CAQ;BAQ;21/11/2022 0:00
CZU;BAQ;22/11/2022 0:00
CZU;MTR;23/11/2022 0:00
MMP;SMR;24/11/2022 0:00
MTR;BAQ;25/11/2022 0:00
PEI;BAQ;26/11/2022 0:00
SMR;BAQ;27/11/2022 0:00
SMR;MMP;28/11/2022 0:00
VUP;BAQ;29/11/2022 0:00
A04;BGA;30/11/2022 0:00
AGH;BGA;01/12/2022 0:00
AGH;CUC;02/12/2022 0:00
BAG;BOG;03/12/2022 0:00
BGA;A04;04/12/2022 0:00
BGA;AGH;05/12/2022 0:00
BGA;BGA;06/12/2022 0:00
BGA;CIM;07/12/2022 0:00
BGA;CUC;08/12/2022 0:00
BGA;EOH;09/12/2022 0:00
BGA;MLG;10/12/2022 0:00
BGA;RVE;11/12/2022 0:00
BGA;SGL;12/12/2022 0:00
BGA;SMR;13/12/2022 0:00
BOG;BGA;14/12/2022 0:00
CIM;BGA;15/12/2022 0:00
CUC;AGH;16/12/2022 0:00
CUC;BGA;17/12/2022 0:00
CUC;OCV;18/12/2022 0:00
CUC;RVE;19/12/2022 0:00
EOH;BGA;20/12/2022 0:00
MLG;BGA;21/12/2022 0:00
MLG;SGL;22/12/2022 0:00
OCV;CUC;23/12/2022 0:00
RVE;BGA;24/12/2022 0:00
RVE;CUC;25/12/2022 0:00
SGL;BGA;26/12/2022 0:00
SMR;BGA;27/12/2022 0:00
7IY;AUC;28/12/2022 0:00
7NS;GYM;29/12/2022 0:00
9AN;7NS;30/12/2022 0:00
9BY;GYM;31/12/2022 0:00
9CU;EYP;01/01/2023 0:00
9CU;NUC;02/01/2023 0:00
9CU;TRD;03/01/2023 0:00
9CU;TRI;04/01/2023 0:00
A13;SJE;05/01/2023 0:00
ARC;GYM;06/01/2023 0:00
ARC;LET;07/01/2023 0:00
AUC;7IY;08/01/2023 0:00
AUC;EYP;09/01/2023 0:00
AUC;GYM;10/01/2023 0:00
AUC;VVC;11/01/2023 0:00
BAQ;EJA;12/01/2023 0:00
BAQ;GYM;13/01/2023 0:00
BGA;GYM;14/01/2023 0:00
BGA;VVC;15/01/2023 0:00
CAQ;MTR;16/01/2023 0:00
CLO;GYM;17/01/2023 0:00
CUC;GYM;18/01/2023 0:00
EJA;BAQ;19/01/2023 0:00
EJA;CUC;20/01/2023 0:00
EJA;GYM;21/01/2023 0:00
EYP;9CU;22/01/2023 0:00
EYP;BGA;23/01/2023 0:00
EYP;CLO;24/01/2023 0:00
EYP;GYM;25/01/2023 0:00
EYP;IBE;26/01/2023 0:00
EYP;LPR;27/01/2023 0:00
EYP;NUC;28/01/2023 0:00
EYP;ORS;29/01/2023 0:00
EYP;PZR;30/01/2023 0:00
EYP;TRD;31/01/2023 0:00
EYP;TRI;01/02/2023 0:00
EYP;VVC;02/02/2023 0:00
GIR;GIR;03/02/2023 0:00
GIR;GYM;04/02/2023 0:00
GYM;7NS;05/02/2023 0:00
GYM;9BY;06/02/2023 0:00
GYM;AUC;07/02/2023 0:00
GYM;CAQ;08/02/2023 0:00
GYM;EJA;09/02/2023 0:00
GYM;EYP;10/02/2023 0:00
GYM;GIR;11/02/2023 0:00
GYM;GYM;12/02/2023 0:00
GYM;IBE;13/02/2023 0:00
GYM;LCH;14/02/2023 0:00
GYM;LMC;15/02/2023 0:00
GYM;MQU;16/02/2023 0:00
GYM;NVA;17/02/2023 0:00
GYM;PTL;18/02/2023 0:00
GYM;SGU;19/02/2023 0:00
GYM;SJE;20/02/2023 0:00
GYM;TLU;21/02/2023 0:00
GYM;VGP;22/02/2023 0:00
GYM;VVC;23/02/2023 0:00
IBE;GYM;24/02/2023 0:00
IBE;VVC;25/02/2023 0:00
LCH;LET;26/02/2023 0:00
LCH;SJE;27/02/2023 0:00
LET;ARC;28/02/2023 0:00
LET;LPD;01/03/2023 0:00
LET;LQM;02/03/2023 0:00
LET;TAP;03/03/2023 0:00
LMC;GYM;04/03/2023 0:00
LPD;LET;05/03/2023 0:00
LPR;EYP;06/03/2023 0:00
LQM;LET;07/03/2023 0:00
LQM;PCA;08/03/2023 0:00
MFS;SJE;09/03/2023 0:00
MQU;GYM;10/03/2023 0:00
MTR;GYM;11/03/2023 0:00
NUC;EYP;12/03/2023 0:00
NUC;ORS;13/03/2023 0:00
NUC;PZR;14/03/2023 0:00
NUC;TRD;15/03/2023 0:00
NVA;GYM;16/03/2023 0:00
NVA;VGP;17/03/2023 0:00
ORO;PZR;18/03/2023 0:00
ORS;EYP;19/03/2023 0:00
ORS;TRD;20/03/2023 0:00
PCA;LET;21/03/2023 0:00
PCR;VVC;22/03/2023 0:00
PGM;VVC;23/03/2023 0:00
PTL;GYM;24/03/2023 0:00
PTL;NVA;25/03/2023 0:00
PZR;9CU;26/03/2023 0:00
PZR;EYP;27/03/2023 0:00
SGU;9AN;28/03/2023 0:00
SJE;A13;29/03/2023 0:00
SJE;ARC;30/03/2023 0:00
SJE;GYM;31/03/2023 0:00
SJE;LCH;01/04/2023 0:00
SJE;LPD;02/04/2023 0:00
SJE;MFS;03/04/2023 0:00
SJE;VVC;04/04/2023 0:00
SVI;VVC;05/04/2023 0:00
TAP;LET;06/04/2023 0:00
TAP;SJE;07/04/2023 0:00
TLU;MTR;08/04/2023 0:00
TRD;9CU;09/04/2023 0:00
TRD;EYP;10/04/2023 0:00
TRD;NUC;11/04/2023 0:00
TRD;ORO;12/04/2023 0:00
TRD;PZR;13/04/2023 0:00
TRD;TRI;14/04/2023 0:00
TRI;TRD;15/04/2023 0:00
VGP;NVA;16/04/2023 0:00
VGP;VVC;17/04/2023 0:00
VVC;9BY;18/04/2023 0:00
VVC;BGA;19/04/2023 0:00
VVC;EJA;20/04/2023 0:00
VVC;EYP;21/04/2023 0:00
VVC;GYM;22/04/2023 0:00
VVC;LMC;23/04/2023 0:00
VVC;PCR;24/04/2023 0:00
VVC;PGM;25/04/2023 0:00
VVC;SJE;26/04/2023 0:00
VVC;SVI;27/04/2023 0:00
VVC;VVC;28/04/2023 0:00
7NS;BOG;29/04/2023 0:00
AGH;BOG;30/04/2023 0:00
BOG;7NS;01/05/2023 0:00
BOG;AGH;02/05/2023 0:00
BOG;BOG;03/05/2023 0:00
BOG;CTG;04/05/2023 0:00
BOG;GIR;05/05/2023 0:00
BOG;MDE;06/05/2023 0:00
CTG;BOG;07/05/2023 0:00
CTG;FXE;08/05/2023 0:00
GIR;BOG;09/05/2023 0:00
MDE;BOG;10/05/2023 0:00
EYP;VVC;11/05/2023 0:00
GYM;VVC;12/05/2023 0:00
IDA;PIM;13/05/2023 0:00
LQM;PUU;14/05/2023 0:00
LQM;VGP;15/05/2023 0:00
LQM;VVC;16/05/2023 0:00
NVA;LQM;17/05/2023 0:00
NVA;PUU;18/05/2023 0:00
NVA;VVC;19/05/2023 0:00
PGM;VVC;20/05/2023 0:00
PIM;VVC;21/05/2023 0:00
PUU;NVA;22/05/2023 0:00
PUU;VVC;23/05/2023 0:00
SJE;SVI;24/05/2023 0:00
SJE;VVC;25/05/2023 0:00
SVI;VVC;26/05/2023 0:00
URM;VVC;27/05/2023 0:00
VGP;NVA;28/05/2023 0:00
VLA;VVC;29/05/2023 0:00
VVC;EYP;30/05/2023 0:00
VVC;GYM;31/05/2023 0:00
VVC;IDA;01/06/2023 0:00
VVC;LQM;02/06/2023 0:00
VVC;NVA;03/06/2023 0:00
VVC;PGM;04/06/2023 0:00
VVC;PUU;05/06/2023 0:00
VVC;SJE;06/06/2023 0:00
VVC;SVI;07/06/2023 0:00
VVC;URM;08/06/2023 0:00
VVC;VVC;09/06/2023 0:00
VVC;VVN;10/06/2023 0:00
VVN;VLA;11/06/2023 0:00
BOG;EOH;12/06/2023 0:00
BOG;VVC;13/06/2023 0:00
CGW;EOH;14/06/2023 0:00
EBG;EOH;15/06/2023 0:00
EOH;CGW;16/06/2023 0:00
EOH;EBG;17/06/2023 0:00
EOH;NQU;18/06/2023 0:00
EOH;UIB;19/06/2023 0:00
MDE;EOH;20/06/2023 0:00
NQU;EOH;21/06/2023 0:00
NQU;MDE;22/06/2023 0:00
NQU;UIB;23/06/2023 0:00
UIB;NQU;24/06/2023 0:00
UIB;UIB;25/06/2023 0:00
7GH;PCR;26/06/2023 0:00
BMG;VVC;27/06/2023 0:00
LMC;VVC;28/06/2023 0:00
MAP;VVC;29/06/2023 0:00
PCE;7GH;30/06/2023 0:00
PCE;PCR;01/07/2023 0:00
PCE;PZA;02/07/2023 0:00
PCE;VVC;03/07/2023 0:00
PCR;PCE;04/07/2023 0:00
PIM;SRO;05/07/2023 0:00
PZA;VVC;06/07/2023 0:00
SRO;VVC;07/07/2023 0:00
VVC;BMG;08/07/2023 0:00
VVC;LMC;09/07/2023 0:00
VVC;MAP;10/07/2023 0:00
VVC;PCE;11/07/2023 0:00
VVC;PIM;12/07/2023 0:00
7NS;BOG;13/07/2023 0:00
7NT;BOG;14/07/2023 0:00
7NT;EYP;15/07/2023 0:00
ACD;EOH;16/07/2023 0:00
ADZ;ADZ;17/07/2023 0:00
AGH;BOG;18/07/2023 0:00
AMS;SMA;19/07/2023 0:00
ANU;MDE;20/07/2023 0:00
ANU;SMA;21/07/2023 0:00
AUC;BGA;22/07/2023 0:00
AUC;BOG;23/07/2023 0:00
BAQ;ANU;24/07/2023 0:00
BAQ;BOG;25/07/2023 0:00
BAQ;CLO;26/07/2023 0:00
BAQ;CTG;27/07/2023 0:00
BAQ;POP;28/07/2023 0:00
BAQ;VUP;29/07/2023 0:00
BEC;BOG;30/07/2023 0:00
BGA;AUC;31/07/2023 0:00
BGA;BOG;01/08/2023 0:00
BOC;VVC;02/08/2023 0:00
BOG;7NS;03/08/2023 0:00
BOG;7NT;04/08/2023 0:00
BOG;AGH;05/08/2023 0:00
BOG;AUC;06/08/2023 0:00
BOG;BAQ;07/08/2023 0:00
BOG;BGA;08/08/2023 0:00
BOG;BSC;09/08/2023 0:00
BOG;CLO;10/08/2023 0:00
BOG;CTG;11/08/2023 0:00
BOG;CUC;12/08/2023 0:00
BOG;EOH;13/08/2023 0:00
BOG;GIR;14/08/2023 0:00
BOG;IBE;15/08/2023 0:00
BOG;LMC;16/08/2023 0:00
